Listing_Id,Listing_Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,Accomodates,Total_bedrooms,Total_beds,Availability_365,Price,Extra_people,Guests_included,Total_reviews,Review_scores,Amenities,Host_id,Host_name,Country,Longitude,Latitude,Neighbourhood,Listing_count
14490025,My Home in OPorto,Apartment,Entire home/apt,Real Bed,2,1125,2,1.0,2.0,300,55.0,20.0,2.0,5,90,"TV, Internet, Wifi, Kitchen, Free parking on premises, Elevator, Heating, Washer, Dryer, Fire extinguisher, Essentials, Shampoo, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",65776597,Flavia,Portugal,-8.61602,41.26027,Not Available,1
14493885,"SUPERB FLAT ,30 sec from metro, close to downtown",Apartment,Private room,Real Bed,1,1125,2,1.0,1.0,364,81.0,50.0,1.0,1,100,"Wifi, Kitchen, Free parking on premises, Heating, Washer, Dryer, Smoke detector, First aid kit, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",5832484,Anne,Canada,-73.57064,45.45702,Not Available,1
14497942,Swimming Pool/ Amazing Layout W&D Doorman 5131,Apartment,Entire home/apt,Real Bed,30,1125,5,2.0,2.0,365,330.0,0.0,1.0,1,100,"TV, Wifi, Air conditioning, Pool, Kitchen, Pets allowed, Gym, Elevator, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff",16098958,Jeremy & Laura,United States,-73.96586,40.79377,Upper East Side,102
14501655,Chambre Berri UQAM village,Apartment,Private room,Real Bed,1,1125,2,1.0,1.0,202,32.0,0.0,1.0,4,95,"TV, Internet, Wifi, Air conditioning, Kitchen, Heating, Suitable for events, Washer, Dryer, 24-hour check-in, Hangers, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",69855074,Auré,Canada,-73.5571,45.51725,Gay Village,1
14506036,Heart of Harlem Living - NYC to it's fullest!,Apartment,Entire home/apt,Real Bed,1,30,4,1.0,1.0,154,140.0,0.0,2.0,25,93,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Pets allowed, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Hot water, Bed linens, Host greets you",1215853,Pascal,United States,-73.93702,40.80758,East Harlem,2
14522482,"Studio 1 Q Leblon, Promo de verão! Ponto SHOW!",Apartment,Entire home/apt,Real Bed,3,30,4,1.0,2.0,57,157.0,40.0,4.0,56,92,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Smoking allowed, Elevator, Family/kid friendly, Washer, Essentials, Hangers, Laptop friendly workspace, Private living room, Room-darkening shades, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Host greets you",89723500,Nilza,Brazil,-43.22308649148793,-22.978314631267907,Leblon,3
14549548,Trendy Bright Loft in The Plateau,Loft,Entire home/apt,Real Bed,7,120,4,0.0,2.0,0,75.0,0.0,2.0,1,95,"Wifi, Air conditioning, Kitchen, Free parking on premises, Pets allowed, Breakfast, Heating, Suitable for events, Washer, Dryer, Smoke detector, Carbon monoxide detector, Safety card, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance",48341156,Colvin,Canada,-73.57646,45.53347,Not Available,1
14551515,Large Bedroom in Bushwick,Apartment,Private room,Real Bed,3,20,2,1.0,1.0,0,65.0,0.0,1.0,0,95,"Wifi, Air conditioning, Kitchen, Heating, Family/kid friendly, Smoke detector, Essentials, Hangers, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50",80771146,Tetyana,United States,-73.92964,40.696,Bushwick,1
14554642,MECİDİYEKÖY(ŞİŞLİ) RENTED ROOM,Apartment,Private room,Real Bed,1,1125,1,1.0,1.0,365,749.0,0.0,1.0,0,95,Not Available,69252854,Emre,Turkey,29.0,41.07197,Not Available,1
14563257,Céntrica Habitación,Apartment,Private room,Real Bed,1,1125,1,1.0,1.0,0,20.0,0.0,1.0,6,83,"Internet, Wifi, Kitchen, First aid kit, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",79020973,Ana,Spain,2.1823,41.40208,Not Available,2
14569881,Artist Loft Bushwick,Loft,Private room,Real Bed,2,29,2,1.0,1.0,54,70.0,20.0,1.0,78,97,"Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Free street parking, Buzzer/wireless intercom, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Outlet covers, Game console, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Single level home, Luggage dropoff allowed, Wide hallway clearance, Step-free access, Flat path to front door, Well-lit path to entrance, Step-free access, Step-free access, Other",65800377,Benny,United States,-73.92351,40.70087,Bushwick,3
14571224,Alugo Quarto Para Temporada de Olimpiadas,Apartment,Private room,Real Bed,1,1125,2,1.0,2.0,365,798.0,0.0,1.0,0,95,"TV, Wifi, Kitchen, Elevator, Family/kid friendly, Washer, Essentials, Hair dryer, translation missing: en.hosting_amenity_50",88345851,Bia,Brazil,-43.19207316019323,-22.94964100270776,Botafogo,1
14573570,Cosy room in the Born district,Apartment,Private room,Real Bed,2,7,2,1.0,1.0,66,24.0,10.0,1.0,25,99,"Internet, Wifi, Kitchen, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Hot water",14439053,Anne-Sophie,Spain,2.18177,41.38667,Not Available,1
14574409,ORM - Cativo Apartment,Apartment,Entire home/apt,Real Bed,2,1125,4,1.0,1.0,330,40.0,20.0,2.0,116,97,"TV, Cable TV, Internet, Wifi, Kitchen, Buzzer/wireless intercom, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Private entrance, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Stove, Long term stays allowed, Wide hallway clearance, Wide doorway, Well-lit path to entrance, Wide doorway, Step-free access, Wide doorway, Wide entryway, Host greets you",19887538,Oporto Rental Management,Portugal,-8.60858,41.1453,Not Available,35
14588464,Spacious and Clean Get Away,House,Entire home/apt,Real Bed,4,1125,10,4.0,6.0,106,275.0,0.0,1.0,18,100,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Children’s books and toys, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Other",90453529,Maria,United States,-74.08174,40.59116,South Beach,1
1459519,HOUSE WITH GARDEN AND SWIMMING-POOL,Cottage,Entire home/apt,Real Bed,3,30,6,3.0,3.0,336,80.0,0.0,1.0,22,95,"TV, Wifi, Pool, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Washer, Dryer, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Pack ’n Play/travel crib, Hot water, Long term stays allowed, Host greets you",7823650,Tiago,Portugal,-8.3692,40.86455,Not Available,1
1459741,Loft au centre-ville de Montréal,Loft,Entire home/apt,Real Bed,3,1125,2,0.0,2.0,0,125.0,15.0,1.0,27,98,"Internet, Wifi, Air conditioning, Kitchen, Breakfast, Elevator, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace",7824406,Yves,Canada,-73.563,45.51406,Quartier des Spectacles,1
14610596,Private Room Couch close to Central Park,Apartment,Private room,Real Bed,1,14,1,1.0,0.0,76,40.0,0.0,1.0,12,93,"Wifi, Air conditioning, Kitchen, Free street parking, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Building staff, Hot water",83586204,Doe2930,United States,-73.93955,40.79281,East Harlem,1
14629833,Vintage paradise,Apartment,Entire home/apt,Real Bed,2,14,2,1.0,1.0,220,64.0,0.0,1.0,16,97,"TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Host greets you",5039677,Laurence,Canada,-73.59448,45.54477,La Petite-Patrie,1
14633460,Central Room in Mecidiyekoy Subway,Apartment,Private room,Real Bed,1,1125,1,1.0,1.0,363,295.0,0.0,1.0,0,95,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Pets allowed, Breakfast, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace",28016780,Nur,Turkey,28.99425,41.06931,Not Available,1
14644562,良德街3号温馨住宅,Condominium,Shared room,Real Bed,1,1125,5,1.0,5.0,0,11681.0,0.0,1.0,1,95,"TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Gym, Breakfast, Elevator, Hot tub, Indoor fireplace, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace",90410559,Pllumbaj,Hong Kong,114.10809,22.39939,Not Available,1
14649808,Private Rm/Location/Rooftop terrace,Apartment,Entire home/apt,Real Bed,3,1125,2,2.0,2.0,131,114.0,20.0,1.0,18,95,"TV, Internet, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Elevator, Hot tub, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace",28061188,Raed,Canada,-73.57004,45.50835,Quartier des Spectacles,1
14650584,Private room in Sunnyside Gardens,Apartment,Private room,Real Bed,2,15,1,1.0,1.0,88,98.0,0.0,1.0,1,100,"Wifi, Air conditioning, Kitchen, Breakfast, Free street parking, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Hot water, Host greets you",2964414,Josefina,United States,-73.91704,40.74615,Not Available,1
14661747,Perfect double room with private bathroom ! !,Apartment,Private room,Real Bed,1,10,2,1.0,1.0,74,50.0,0.0,1.0,66,82,"TV, Wifi, Wheelchair accessible, Kitchen, Elevator, Buzzer/wireless intercom, Washer, Dryer, First aid kit, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Building staff, Hot water, Refrigerator, Dishes and silverware, Luggage dropoff allowed, Paid parking on premises",88710965,Esther,Spain,2.15988,41.3767,Sant Antoni,3
14675014,Waikoloa Beach Villas H32,Villa,Entire home/apt,Real Bed,1,1125,4,2.0,2.0,146,184.0,0.0,1.0,0,95,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Free street parking, Hot tub, Family/kid friendly, Washer, Dryer, Essentials, Hangers, Hair dryer, Iron, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard",87789806,Alice,United States,-155.87972,19.91589,Island of Hawaiʻi,42
14683121,Barra - CIDADE JARDIM - Parque Olímpico,Apartment,Entire home/apt,Real Bed,2,1125,4,2.0,3.0,344,250.0,50.0,2.0,4,100,"TV, Cable TV, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Gym, Elevator, Hot tub, Family/kid friendly, Washer, Essentials, Shampoo, Lock on bedroom door, Hangers, Iron, Laptop friendly workspace, Children’s books and toys, Window guards, Room-darkening shades, Children’s dinnerware, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Stove, Patio or balcony, Long term stays allowed, Cleaning before checkout, Wide hallway clearance, Flat path to front door, Well-lit path to entrance, Disabled parking spot, Step-free access, Wide clearance to bed, Step-free access, Host greets you",91289549,Carla,Brazil,-43.387066303153254,-22.96644661942321,Not Available,1
14707572,LINDO CONJUGADO PARA TEMPORADA,Apartment,Entire home/apt,Real Bed,2,1125,2,0.0,1.0,0,201.0,0.0,1.0,0,95,"TV, Wifi, Air conditioning, Kitchen, Elevator, Family/kid friendly, Essentials",36746428,Marcia,Brazil,-43.18832054700163,-22.96894327038813,Copacabana,2
14728150,Casa Inteira Rio de Janeiro,Apartment,Entire home/apt,Real Bed,1,1125,2,2.0,1.0,0,75.0,0.0,1.0,4,100,"TV, Wifi, Air conditioning, Kitchen, Smoking allowed, Family/kid friendly, Washer, First aid kit, Essentials, Shampoo",26415106,Taís,Brazil,-43.31241696422418,-22.8437129575907,Not Available,1
14733479,LUXICO - Principino,House,Entire home/apt,Real Bed,7,180,8,4.0,5.0,192,1105.0,0.0,1.0,0,95,"TV, Cable TV, Internet, Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, High chair, Children’s books and toys, Pack ’n Play/travel crib, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Host greets you",11914644,Luxico Holiday Homes,Australia,151.24345,-33.83772,Abbotsford,130
14741201,RE.. BIG AND CLASSIC 2 BEDROOM IN ARPOADOR,Apartment,Entire home/apt,Real Bed,3,1000,8,2.0,3.0,310,261.0,60.0,4.0,6,90,"TV, Wifi, Air conditioning, Kitchen, Paid parking off premises, Smoking allowed, Elevator, Free street parking, Family/kid friendly, Washer, Essentials, Hangers, Iron, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Host greets you",7595592,Ana,Brazil,-43.19096674991071,-22.985821676488733,Ipanema,12
14744918,Kit net Gracinha in Copa,Apartment,Entire home/apt,Pull-out Sofa,2,1125,2,1.0,1.0,91,179.0,90.0,2.0,14,95,"TV, Wifi, Air conditioning, Wheelchair accessible, Kitchen, Paid parking off premises, Doorman, Elevator, Buzzer/wireless intercom, Family/kid friendly, Washer, Fire extinguisher, Essentials, Lock on bedroom door, 24-hour check-in, Hangers, Iron, Laptop friendly workspace, Hot water, Bed linens, Refrigerator, Dishes and silverware, Stove, Single level home, Luggage dropoff allowed, Long term stays allowed, Step-free access, Flat path to front door, Well-lit path to entrance, Step-free access, Accessible-height bed, Firm mattress, Step-free access, Accessible-height toilet, Step-free access, Wide entryway, Other",91833486,Bianca,Brazil,-43.18708515155298,-22.97103230094075,Copacabana,1
14748333,Copacabana 1 AN,Apartment,Entire home/apt,Real Bed,3,1125,5,1.0,3.0,358,261.0,0.0,1.0,0,95,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Elevator, Family/kid friendly, Washer, Dryer, Essentials, Hangers, Iron, Laptop friendly workspace, Hot water, Host greets you",2915201,Jules Rimet,Brazil,-43.19298564538373,-22.97626728937996,Centro,45
14756990,Bushwick Suite,Apartment,Private room,Real Bed,1,1125,2,1.0,1.0,34,75.0,25.0,1.0,6,96,"TV, Wifi, Air conditioning, Kitchen, Pets live on this property, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Essentials, Lock on bedroom door, Hangers, Iron, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50",92002479,Dee,United States,-73.92084,40.68891,Bushwick,2
14758068,Room on spacious appartment,Apartment,Private room,Real Bed,30,270,1,1.0,1.0,301,9.0,0.0,1.0,2,100,"TV, Wifi, Kitchen, Elevator, Free street parking, Washer, Hangers, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Private entrance, Hot water, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Garden or backyard, Long term stays allowed, Wide hallway clearance, Wide doorway, Flat path to front door, Well-lit path to entrance, Disabled parking spot, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Wide doorway, Accessible-height toilet, Wide entryway, Host greets you, Handheld shower head",92014193,Catarina,Portugal,-8.557,41.14586,Not Available,1
14758081,Luxury 3-Acre Garden Eco-Estate 10 min to Kona,House,Entire home/apt,Real Bed,4,1125,6,3.0,4.0,262,329.0,50.0,6.0,16,96,"TV, Cable TV, Wifi, Pool, Kitchen, Free parking on premises, Family/kid friendly, Suitable for events, Washer, Dryer, Smoke detector, First aid kit, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Bathtub, Pack ’n Play/travel crib, Hot water, Bed linens, Extra pillows and blankets, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Wide doorway, Flat path to front door, Well-lit path to entrance, Host greets you, Hot water kettle",91909059,Mark,United States,-155.97224,19.70353,Kailua/Kona,2
14760382,"A cozy and safe house in İstanbul,Sancaktepe",House,Private room,Real Bed,1,1125,2,1.0,1.0,363,148.0,0.0,1.0,0,95,"TV, Internet, Wifi, Air conditioning, Kitchen, Free parking on premises, Pets allowed, Breakfast, Elevator, Heating, Family/kid friendly, Washer, Essentials, Shampoo, Lock on bedroom door, Hair dryer, Iron, Laptop friendly workspace",90588732,Tuba,Turkey,29.19203,41.00363,Not Available,1
1476484,Spacious Sunny SoHo-Awesome Locale!,Apartment,Entire home/apt,Real Bed,2,1125,3,2.0,2.0,88,299.0,0.0,1.0,26,82,"TV, Internet, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Washer, Dryer",7901999,Steven,United States,-73.99419,40.7245,Nolita,1
1476508,SUPERHOST-LARGE&CLEAN-Near Pierloti,Apartment,Private room,Real Bed,2,1125,3,1.0,3.0,350,74.0,42.0,1.0,99,96,"TV, Cable TV, Internet, Wifi, Kitchen, Free parking on premises, Smoking allowed, Pets allowed, Breakfast, Free street parking, Heating, Family/kid friendly, Suitable for events, Washer, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private entrance, Hot water, Bed linens, Extra pillows and blankets, Luggage dropoff allowed, Long term stays allowed, Host greets you",7902155,Kubilay,Turkey,28.91629,41.06038,Not Available,2
1476656,Studio + Terrace @ Historic Centre!,Apartment,Entire home/apt,Real Bed,3,1124,4,0.0,1.0,309,89.0,10.0,2.0,280,99,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, First aid kit, Safety card, Fire extinguisher, Essentials, Shampoo, 24-hour check-in, Hangers, Hair dryer, Iron, Private entrance, Pack ’n Play/travel crib, Hot water, Bed linens, Microwave, Coffee maker, Refrigerator, Dishwasher, Dishes and silverware, Cooking basics, Oven, Stove, Patio or balcony, Host greets you",504285,Raul,Portugal,-8.61834,41.14425,Not Available,5
14768403,Casa em Condomínio prox a Recreio dos Bandeirantes,House,Entire home/apt,Real Bed,5,15,6,2.0,3.0,362,500.0,0.0,1.0,0,95,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, Laptop friendly workspace",92122942,Andréa,Brazil,-43.551624934367986,-22.9904451673837,Not Available,1
14769619,Cozy minimalist room close to train (1),House,Private room,Real Bed,3,1125,2,1.0,1.0,299,33.0,25.0,1.0,92,95,"TV, Wifi, Air conditioning, Kitchen, Free street parking, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Smart lock, Hot water, Bed linens, Extra pillows and blankets",74179880,Silvia,United States,-73.89039,40.67539,East New York,9
14778622,"Modern and Safe Place,Free Wifi",Apartment,Private room,Real Bed,4,1125,2,1.0,1.0,365,400.0,0.0,1.0,0,95,"TV, Wifi, Air conditioning, Kitchen, Free parking on premises, Pets allowed, Gym, Elevator, Hot tub, Heating, Family/kid friendly, Suitable for events, Washer, Dryer, Essentials, Shampoo, Hangers",92238446,Elliot,United States,-73.75184,40.70052,Midtown,1
1480002,Huge rm in 1500sq ft loft w/lots,Apartment,Private room,Real Bed,1,1125,2,1.0,1.0,358,125.0,0.0,1.0,1,80,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Heating",7919277,Daren,United States,-73.99154,40.71862,Lower East Side,1
14804661,"Cozy 4 beds, Free Ferry to Manhattan.",Apartment,Entire home/apt,Real Bed,2,25,5,1.0,4.0,226,125.0,30.0,4.0,88,91,"TV, Internet, Wifi, Air conditioning, Kitchen, Pets live on this property, Dog(s), Free street parking, Heating, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_49, translation missing: en.hosting_amenity_50, Self check-in, Keypad, Private living room, Hot water, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, BBQ grill, Patio or balcony, Garden or backyard, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout, Wide hallway clearance, Wide doorway, Flat path to front door, Well-lit path to entrance, Wide doorway, Wide clearance to bed, Accessible-height bed, Step-free access, Wide doorway, Wide clearance to shower, toilet, Step-free access, Wide entryway",92493393,Eddie & Lois,United States,-74.11311,40.63333,West Brighton,4
1481054,Apartamento familiar a estrenar,Apartment,Entire home/apt,Real Bed,3,1125,5,3.0,4.0,343,100.0,50.0,2.0,38,96,"TV, Wifi, Kitchen, Paid parking off premises, Elevator, Free street parking, Heating, Family/kid friendly, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Building staff, Private living room, Outlet covers, Baby bath, Changing table, High chair, Children’s books and toys, Babysitter recommendations, Crib, Pack ’n Play/travel crib, Room-darkening shades, Children’s dinnerware, Hot water, Bed linens, Extra pillows and blankets, Ethernet connection, Microwave, Coffee maker, Refrigerator, Dishes and silverware, Cooking basics, Oven, Stove, Luggage dropoff allowed, Long term stays allowed, Cleaning before checkout, Wide hallway clearance, Step-free access, Wide doorway, Flat path to front door, Well-lit path to entrance, Step-free access, Wide clearance to bed, Step-free access, Wide clearance to shower, toilet, Step-free access, Handheld shower head",7924185,Nuria,Spain,2.17648,41.41089,La Sagrada Família,1
1481361,Bondi-Tamarama BEACHFRONT Apartment,Apartment,Entire home/apt,Real Bed,2,1125,6,3.0,3.0,295,390.0,0.0,1.0,139,97,"TV, Internet, Wifi, Kitchen, Free street parking, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Children’s books and toys, Hot water, Luggage dropoff allowed, Long term stays allowed",980703,Wayne & Kate,Australia,151.26412,-33.90304,Bronte,2
14818234,Spacious 3BR Duplex Apt + Loft in Gramercy NYC,Loft,Entire home/apt,Futon,3,1125,4,3.0,4.0,4,300.0,0.0,1.0,10,88,"TV, Cable TV, Internet, Wifi, Air conditioning, Kitchen, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Dryer, Smoke detector, Carbon monoxide detector, First aid kit, Fire extinguisher, Essentials, Shampoo, Lock on bedroom door, Hangers, Iron, Laptop friendly workspace, Bathtub, Changing table",80782387,Justin,United States,-73.98443,40.73815,Gramercy Park,1
1482060,Beautiful apartment by Pl Catalunya,Apartment,Entire home/apt,Real Bed,2,1124,5,1.0,1.0,237,130.0,15.0,3.0,397,92,"TV, Internet, Wifi, Air conditioning, Kitchen, Paid parking off premises, Smoking allowed, Pets allowed, Elevator, Buzzer/wireless intercom, Heating, Family/kid friendly, Washer, Essentials, 24-hour check-in, Hangers, Hair dryer, Iron, Laptop friendly workspace, Self check-in, Lockbox, Hot water, Paid parking on premises",6166581,Koni,Spain,2.17532,41.38977,Camp d'en Grassot i Gràcia Nova,5
14824708,Terrace Appartment,Apartment,Entire home/apt,Real Bed,2,1125,6,2.0,4.0,361,42.0,10.0,2.0,39,98,"Wifi, Kitchen, Elevator, Family/kid friendly, Washer, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, translation missing: en.hosting_amenity_50",92696087,Alexandra,Portugal,-8.60207,41.16033,Not Available,1
14827972,Oceanfront Beach House Makai,House,Entire home/apt,Real Bed,3,1125,6,3.0,4.0,333,590.0,0.0,6.0,6,97,"TV, Cable TV, Wifi, Kitchen, Free parking on premises, Family/kid friendly, Washer, Dryer, Smoke detector, Essentials, Shampoo, Hangers, Hair dryer, Iron, Self check-in, Keypad, Beachfront",92734751,Chaney,United States,-158.0201,21.69442,North Shore,4
14836765,Charming apartment in Plateau Mont Royal,Apartment,Entire home/apt,Real Bed,2,30,4,2.0,2.0,0,75.0,10.0,2.0,12,93,"Wifi, Kitchen, Free street parking, Heating, Washer, Dryer, Smoke detector, Carbon monoxide detector, Fire extinguisher, Essentials, Shampoo, Hangers, Iron, Laptop friendly workspace, Private entrance, Hot water, Other",50331691,Emilie,Canada,-73.59285,45.52707,Mile End,1
14839116,BARRA 3: Excelente quarto perto do Rio Centro.,Apartment,Private room,Real Bed,7,1125,1,1.0,1.0,364,250.0,0.0,1.0,0,95,"Wifi, Air conditioning, Pool, Kitchen, Free parking on premises, Breakfast, Elevator, Family/kid friendly, Washer, Essentials, Shampoo, Hangers, translation missing: en.hosting_amenity_50",4676435,Lycia,Brazil,-43.418436471189274,-22.9703870513959,Not Available,4
14846275,Villa 3 chambres a 5 min de l aéroport de Porto,Villa,Entire home/apt,Real Bed,5,1125,6,3.0,3.0,364,50.0,0.0,1.0,0,95,"TV, Air conditioning, Kitchen, Free parking on premises, Heating, Family/kid friendly, Washer, Essentials, Lock on bedroom door, Hangers, Hair dryer, Iron",81800746,Celia,Portugal,-8.66031,41.23035,Not Available,1
14855345,100 steps to Poipu Beach! - Hale Kahana'lu,Condominium,Entire home/apt,Real Bed,3,60,4,2.0,2.0,288,259.0,0.0,4.0,29,89,"TV, Cable TV, Wifi, Air conditioning, Kitchen, Washer, Dryer, Smoke detector, Fire extinguisher, Essentials, Hangers, Hair dryer, Iron, Laptop friendly workspace, Private living room, Private entrance, Babysitter recommendations, Microwave, Coffee maker, Oven, BBQ grill",680107,Kahea,United States,-159.45065,21.8732,Kauaʻi,104
